Rank,Club,Squad size,Average age,Foreigners,Market value,Total market value,League,Season
,Montpellier HSC,30,25.8,17,€2.40m,€71.85m,Ligue_1,2017
,Dijon FCO,35,26.1,16,€2.01m,€70.30m,Ligue_1,2017
,Amiens SC,34,27.8,19,€2.05m,€69.85m,Ligue_1,2017
,Angers SCO,33,26.6,18,€2.11m,€69.55m,Ligue_1,2017
,SM Caen,33,26.3,17,€1.82m,€60.10m,Ligue_1,2017
,EA Guingamp,30,27.2,14,€1.73m,€51.90m,Ligue_1,2017
,FC Metz,44,25.2,26,€1.16m,€51.20m,Ligue_1,2017
,RC Strasbourg Alsace,31,26.8,15,€1.47m,€45.60m,Ligue_1,2017
,ESTAC Troyes,30,26.5,17,€1.50m,€45.05m,Ligue_1,2017
,Paris Saint-Germain,39,25.4,22,€25.90m,€1.01bn,Ligue_1,2018
,Olympique Lyon,34,24.2,19,€13.76m,€467.95m,Ligue_1,2018
,AS Monaco,57,23.9,39,€6.77m,€385.83m,Ligue_1,2018
,LOSC Lille,32,24.1,25,€8.36m,€267.55m,Ligue_1,2018
,Olympique Marseille,33,26.7,16,€7.83m,€258.35m,Ligue_1,2018
,OGC Nice,38,23.2,19,€4.82m,€183.20m,Ligue_1,2018
,FC Girondins Bordeaux,43,24.4,23,€4.16m,€179.00m,Ligue_1,2018
,Stade Rennais FC,41,24.2,18,€4.11m,€168.45m,Ligue_1,2018
,AS Saint-Étienne,42,24.8,17,€3.13m,€131.25m,Ligue_1,2018
,FC Nantes,40,25.3,28,€2.99m,€119.50m,Ligue_1,2018
,FC Toulouse,40,24.6,23,€2.83m,€113.25m,Ligue_1,2018
,Montpellier HSC,32,26.1,18,€3.43m,€109.85m,Ligue_1,2018
,RC Strasbourg Alsace,33,25.7,15,€2.97m,€98.00m,Ligue_1,2018
,Nîmes Olympique,31,25.5,13,€2.84m,€88.15m,Ligue_1,2018
,Stade Reims,37,25.0,22,€2.35m,€86.95m,Ligue_1,2018
,Angers SCO,38,26.9,20,€2.10m,€79.70m,Ligue_1,2018
,EA Guingamp,37,25.7,19,€1.91m,€70.65m,Ligue_1,2018
,Amiens SC,36,25.9,19,€1.96m,€70.50m,Ligue_1,2018
,SM Caen,39,25.3,19,€1.73m,€67.55m,Ligue_1,2018
,Dijon FCO,32,26.3,18,€2.06m,€65.80m,Ligue_1,2018
,Paris Saint-Germain,35,25.8,25,€24.98m,€874.15m,Ligue_1,2019
,Olympique Lyon,33,24.5,22,€11.65m,€384.55m,Ligue_1,2019
,AS Monaco,39,25.7,29,€8.49m,€331.03m,Ligue_1,2019
,LOSC Lille,31,24.2,22,€7.99m,€247.78m,Ligue_1,2019
,Olympique Marseille,34,24.8,12,€6.36m,€216.15m,Ligue_1,2019
,OGC Nice,37,23.5,20,€4.69m,€173.45m,Ligue_1,2019
,Stade Rennais FC,33,25.5,16,€5.21m,€171.88m,Ligue_1,2019
,FC Girondins Bordeaux,31,25.6,19,€4.04m,€125.35m,Ligue_1,2019
,FC Nantes,35,25.5,22,€3.03m,€106.15m,Ligue_1,2019
,AS Saint-Étienne,41,25.2,18,€2.56m,€104.83m,Ligue_1,2019
,RC Strasbourg Alsace,31,26.1,16,€2.94m,€91.13m,Ligue_1,2019
,Angers SCO,31,26.3,15,€2.89m,€89.48m,Ligue_1,2019
,Montpellier HSC,30,26.6,15,€2.72m,€81.68m,Ligue_1,2019
,Stade Reims,31,24.2,23,€2.63m,€81.68m,Ligue_1,2019
,FC Toulouse,35,24.0,17,€2.05m,€71.88m,Ligue_1,2019
,Amiens SC,37,25.8,20,€1.67m,€61.93m,Ligue_1,2019
,FC Metz,32,24.8,21,€1.69m,€54.10m,Ligue_1,2019
,Dijon FCO,31,25.9,19,€1.62m,€50.23m,Ligue_1,2019
,Nîmes Olympique,35,24.3,13,€1.42m,€49.65m,Ligue_1,2019
,Stade Brestois 29,28,26.5,10,€1.71m,€47.78m,Ligue_1,2019
,Paris Saint-Germain,41,24.7,29,€19.63m,€805.00m,Ligue_1,2020
,Olympique Lyon,40,24.7,29,€10.78m,€431.35m,Ligue_1,2020
,AS Monaco,33,24.4,19,€11.22m,€370.35m,Ligue_1,2020
,LOSC Lille,32,24.1,23,€10.10m,€323.20m,Ligue_1,2020
,Stade Rennais FC,37,24.6,13,€8.04m,€297.50m,Ligue_1,2020
,Olympique Marseille,37,25.5,19,€6.70m,€247.95m,Ligue_1,2020
,OGC Nice,41,22.8,21,€5.76m,€236.10m,Ligue_1,2020
,AS Saint-Étienne,43,24.1,20,€3.59m,€154.50m,Ligue_1,2020
,Montpellier HSC,34,25.6,14,€3.35m,€113.85m,Ligue_1,2020
,Angers SCO,38,26.2,21,€2.94m,€111.65m,Ligue_1,2020
,RC Strasbourg Alsace,34,25.7,20,€3.23m,€109.65m,Ligue_1,2020
,FC Girondins Bordeaux,36,26.0,19,€2.94m,€105.70m,Ligue_1,2020
,Stade Reims,34,23.6,28,€3.09m,€105.18m,Ligue_1,2020
,RC Lens,36,25.3,19,€2.90m,€104.30m,Ligue_1,2020
,FC Metz,35,25.1,25,€2.96m,€103.50m,Ligue_1,2020
,Stade Brestois 29,32,25.7,11,€3.23m,€103.23m,Ligue_1,2020
,FC Nantes,32,25.9,18,€2.96m,€94.75m,Ligue_1,2020
,FC Lorient,34,26.8,15,€2.14m,€72.88m,Ligue_1,2020
,Dijon FCO,37,24.9,23,€1.77m,€65.63m,Ligue_1,2020
,Nîmes Olympique,36,25.3,20,€1.68m,€60.40m,Ligue_1,2020
,Paris Saint-Germain,41,26.2,28,€21.35m,€875.15m,Ligue_1,2021
,Olympique Lyon,40,24.9,21,€9.94m,€397.70m,Ligue_1,2021
,AS Monaco,41,23.7,24,€9.66m,€396.00m,Ligue_1,2021
,LOSC Lille,41,24.6,29,€7.48m,€306.88m,Ligue_1,2021
,Stade Rennais FC,36,23.3,12,€8.48m,€305.35m,Ligue_1,2021
,Olympique Marseille,38,24.0,22,€7.49m,€284.70m,Ligue_1,2021
,OGC Nice,34,24.3,24,€7.83m,€266.05m,Ligue_1,2021
,RC Lens,35,25.3,20,€4.40m,€154.05m,Ligue_1,2021
,Stade Reims,40,24.0,30,€3.74m,€149.40m,Ligue_1,2021
,Montpellier HSC,36,25.3,17,€4.02m,€144.60m,Ligue_1,2021
,RC Strasbourg Alsace,33,25.4,19,€3.64m,€120.05m,Ligue_1,2021
,FC Girondins Bordeaux,54,24.5,32,€2.16m,€116.85m,Ligue_1,2021
,FC Nantes,31,26.1,17,€3.63m,€112.65m,Ligue_1,2021
,AS Saint-Étienne,44,24.4,23,€2.40m,€105.65m,Ligue_1,2021
,Stade Brestois 29,30,26.0,11,€3.44m,€103.15m,Ligue_1,2021
,FC Metz,41,25.6,28,€2.22m,€91.05m,Ligue_1,2021
,Angers SCO,38,25.8,20,€2.36m,€89.50m,Ligue_1,2021
,ESTAC Troyes,50,25.1,27,€1.46m,€73.20m,Ligue_1,2021
,FC Lorient,35,25.8,15,€1.75m,€61.30m,Ligue_1,2021
,Clermont Foot 63,39,25.5,23,€1.41m,€55.10m,Ligue_1,2021
,Paris Saint-Germain,37,25.9,24,€24.08m,€891.10m,Ligue_1,2022
,Stade Rennais FC,38,24.3,19,€10.20m,€387.75m,Ligue_1,2022
,AS Monaco,32,24.3,18,€11.51m,€368.30m,Ligue_1,2022
,Olympique Lyon,34,25.5,16,€10.32m,€350.95m,Ligue_1,2022
,Olympique Marseille,37,25.6,29,€8.96m,€331.55m,Ligue_1,2022
,OGC Nice,41,24.3,28,€7.58m,€310.80m,Ligue_1,2022
,LOSC Lille,33,25.3,20,€7.51m,€247.95m,Ligue_1,2022
,RC Lens,39,25.4,23,€6.11m,€238.20m,Ligue_1,2022
,FC Lorient,42,24.6,17,€4.18m,€175.45m,Ligue_1,2022
,Stade Reims,40,23.8,30,€3.98m,€159.05m,Ligue_1,2022
,Montpellier HSC,39,25.1,19,€3.66m,€142.90m,Ligue_1,2022
,RC Strasbourg Alsace,36,26.0,17,€3.43m,€123.55m,Ligue_1,2022
,FC Nantes,37,26.0,20,€3.22m,€119.28m,Ligue_1,2022
,FC Toulouse,37,24.0,30,€2.83m,€104.80m,Ligue_1,2022
,Stade Brestois 29,32,26.3,16,€2.40m,€76.65m,Ligue_1,2022
,ESTAC Troyes,41,24.9,21,€1.86m,€76.30m,Ligue_1,2022
,Angers SCO,44,25.1,24,€1.63m,€71.80m,Ligue_1,2022
,AJ Auxerre,42,26.5,19,€1.30m,€54.80m,Ligue_1,2022
,Clermont Foot 63,33,26.3,21,€1.45m,€48.00m,Ligue_1,2022
,AC Ajaccio,41,27.1,24,€659k,€27.00m,Ligue_1,2022
,Paris Saint-Germain,36,24.9,21,€28.36m,€1.02bn,Ligue_1,2023
,AS Monaco,40,24.0,22,€9.96m,€398.55m,Ligue_1,2023
,Stade Rennais FC,36,24.8,18,€10.43m,€375.35m,Ligue_1,2023
,LOSC Lille,41,23.8,25,€8.02m,€328.90m,Ligue_1,2023
,Olympique Marseille,49,24.4,31,€6.36m,€311.40m,Ligue_1,2023
,Olympique Lyon,39,25.5,24,€7.84m,€305.95m,Ligue_1,2023
,OGC Nice,38,24.5,21,€7.07m,€268.78m,Ligue_1,2023
,RC Lens,38,25.9,17,€5.41m,€205.60m,Ligue_1,2023
,RC Strasbourg Alsace,39,24.0,22,€4.04m,€157.70m,Ligue_1,2023
,Montpellier HSC,37,24.8,19,€3.93m,€145.58m,Ligue_1,2023
,FC Toulouse,39,23.3,27,€3.72m,€145.20m,Ligue_1,2023
,Stade Reims,39,23.9,27,€3.45m,€134.55m,Ligue_1,2023
,FC Lorient,45,24.7,27,€2.93m,€131.85m,Ligue_1,2023
,FC Nantes,43,25.2,22,€2.93m,€125.90m,Ligue_1,2023
,Stade Brestois 29,31,25.9,10,€3.71m,€115.15m,Ligue_1,2023
,Le Havre AC,35,25.2,21,€2.07m,€72.50m,Ligue_1,2023
,FC Metz,37,25.5,27,€1.77m,€65.40m,Ligue_1,2023
,Clermont Foot 63,36,25.2,20,€1.70m,€61.35m,Ligue_1,2023
,Paris Saint-Germain,34,23.6,21,€33.59m,€1.14bn,Ligue_1,2024
,AS Monaco,37,23.6,23,€11.11m,€411.15m,Ligue_1,2024
,Olympique Marseille,40,24.9,27,€8.95m,€358.00m,Ligue_1,2024
,LOSC Lille,40,25.4,23,€8.42m,€336.60m,Ligue_1,2024
,Olympique Lyon,37,26.0,27,€8.37m,€309.85m,Ligue_1,2024
,RC Strasbourg Alsace,42,22.2,26,€7.33m,€307.85m,Ligue_1,2024
,Stade Rennais FC,43,25.2,26,€6.85m,€294.70m,Ligue_1,2024
,OGC Nice,41,24.4,24,€5.54m,€227.05m,Ligue_1,2024
,RC Lens,43,25.1,23,€5.15m,€221.45m,Ligue_1,2024
,Stade Reims,40,24.0,32,€3.81m,€152.50m,Ligue_1,2024
,FC Toulouse,34,24.4,23,€3.58m,€121.60m,Ligue_1,2024
,FC Nantes,34,26.6,19,€3.37m,€114.65m,Ligue_1,2024
,Stade Brestois 29,37,25.6,14,€2.99m,€110.65m,Ligue_1,2024
,AJ Auxerre,38,24.7,21,€2.29m,€86.90m,Ligue_1,2024
,AS Saint-Étienne,39,25.3,17,€2.09m,€81.60m,Ligue_1,2024
,Le Havre AC,42,25.1,23,€1.68m,€70.55m,Ligue_1,2024
,Montpellier HSC,40,25.2,23,€1.65m,€65.85m,Ligue_1,2024
,Angers SCO,38,25.8,20,€1.36m,€51.65m,Ligue_1,2024
,Paris Saint-Germain,24,23.6,14,€47.81m,€1.15bn,Ligue_1,2025
,Olympique Marseille,29,26.7,25,€13.72m,€397.85m,Ligue_1,2025
,AS Monaco,28,24.9,19,€12.44m,€348.30m,Ligue_1,2025
,RC Strasbourg Alsace,28,22.5,22,€9.94m,€278.30m,Ligue_1,2025
,LOSC Lille,27,26.3,19,€7.99m,€215.60m,Ligue_1,2025
,Olympique Lyon,27,25.2,23,€6.69m,€180.75m,Ligue_1,2025
,OGC Nice,29,25.7,20,€6.12m,€177.60m,Ligue_1,2025
,Stade Rennais FC,22,25.6,8,€7.83m,€172.30m,Ligue_1,2025
,Paris FC,28,28.7,14,€3.67m,€102.80m,Ligue_1,2025
,RC Lens,28,25.5,11,€3.26m,€91.35m,Ligue_1,2025
,FC Toulouse,24,23.7,16,€3.77m,€90.40m,Ligue_1,2025
,Stade Brestois 29,25,24.8,10,€3.55m,€88.70m,Ligue_1,2025
,FC Nantes,26,25.4,11,€3.22m,€83.60m,Ligue_1,2025
,AJ Auxerre,27,23.5,14,€2.66m,€71.85m,Ligue_1,2025
,FC Lorient,26,25.3,19,€2.54m,€65.95m,Ligue_1,2025
,FC Metz,28,24.9,22,€1.84m,€51.55m,Ligue_1,2025
,Le Havre AC,26,25.7,16,€1.78m,€46.25m,Ligue_1,2025
,Angers SCO,25,25.2,13,€1.31m,€32.65m,Ligue_1,2025
,Chelsea FC,30,25.3,21,€12.11m,€363.43m,Premier_League,2005
,Manchester United,34,25.4,21,€7.49m,€254.58m,Premier_League,2005
,Arsenal FC,37,24.1,30,€6.28m,€232.33m,Premier_League,2005
,Liverpool FC,37,24.9,27,€5.85m,€216.35m,Premier_League,2005
,Tottenham Hotspur,32,26.3,16,€4.82m,€154.33m,Premier_League,2005
,Newcastle United,32,26.5,13,€4.70m,€150.48m,Premier_League,2005
,Middlesbrough FC,39,25.8,18,€2.42m,€94.38m,Premier_League,2005
,Everton FC,31,27.4,19,€3.00m,€92.92m,Premier_League,2005
,Manchester City,32,26.3,17,€2.87m,€91.90m,Premier_League,2005
,Aston Villa,31,25.6,18,€2.89m,€89.60m,Premier_League,2005
,Portsmouth FC,36,27.5,29,€2.39m,€86.13m,Premier_League,2005
,Charlton Athletic,36,26.6,21,€2.29m,€82.43m,Premier_League,2005
,Birmingham City,35,26.7,18,€2.34m,€81.83m,Premier_League,2005
,Fulham FC,33,27.7,24,€2.15m,€70.88m,Premier_League,2005
,West Bromwich Albion,32,26.6,15,€2.05m,€65.55m,Premier_League,2005
,Blackburn Rovers,28,28.2,21,€2.28m,€63.85m,Premier_League,2005
,West Ham United,33,25.7,14,€1.90m,€62.55m,Premier_League,2005
,Bolton Wanderers,32,26.8,23,€1.93m,€61.85m,Premier_League,2005
,Wigan Athletic,30,28.3,18,€1.73m,€51.92m,Premier_League,2005
,Sunderland AFC,31,25.2,20,€1.11m,€34.35m,Premier_League,2005
,Chelsea FC,37,24.8,25,€11.26m,€416.76m,Premier_League,2006
,Arsenal FC,38,23.9,32,€7.32m,€278.18m,Premier_League,2006
,Manchester United,38,25.0,19,€6.82m,€259.15m,Premier_League,2006
,Liverpool FC,38,24.7,25,€6.31m,€239.77m,Premier_League,2006
,Tottenham Hotspur,38,24.6,20,€4.36m,€165.73m,Premier_League,2006
,Newcastle United,35,25.7,23,€4.19m,€146.55m,Premier_League,2006
,Aston Villa,34,26.6,19,€3.22m,€109.50m,Premier_League,2006
,Everton FC,29,26.9,19,€3.77m,€109.45m,Premier_League,2006
,West Ham United,35,26.4,14,€3.01m,€105.45m,Premier_League,2006
,Portsmouth FC,32,27.6,20,€3.03m,€97.08m,Premier_League,2006
,Middlesbrough FC,35,25.0,16,€2.75m,€96.32m,Premier_League,2006
,Manchester City,34,25.9,18,€2.63m,€89.25m,Premier_League,2006
,Fulham FC,37,27.7,29,€2.29m,€84.68m,Premier_League,2006
,Blackburn Rovers,31,27.9,24,€2.55m,€78.90m,Premier_League,2006
,Wigan Athletic,37,27.6,25,€2.03m,€74.93m,Premier_League,2006
,Bolton Wanderers,34,26.1,26,€2.13m,€72.38m,Premier_League,2006
,Charlton Athletic,37,26.3,25,€1.93m,€71.47m,Premier_League,2006
,Sheffield United,43,26.9,20,€1.01m,€43.36m,Premier_League,2006
,Watford FC,43,24.4,21,€767k,€32.97m,Premier_League,2006
,Reading FC,38,24.9,26,€865k,€32.88m,Premier_League,2006
,Chelsea FC,39,25.7,25,€11.14m,€434.35m,Premier_League,2007
,Manchester United,38,25.2,21,€9.33m,€354.55m,Premier_League,2007
,Liverpool FC,41,24.0,26,€7.45m,€305.65m,Premier_League,2007
,Arsenal FC,35,23.3,30,€7.50m,€262.40m,Premier_League,2007
,Tottenham Hotspur,38,24.9,21,€5.80m,€220.50m,Premier_League,2007
,Everton FC,32,25.8,18,€4.85m,€155.30m,Premier_League,2007
,Manchester City,36,24.9,24,€4.17m,€150.10m,Premier_League,2007
,Portsmouth FC,33,27.0,22,€4.28m,€141.30m,Premier_League,2007
,Newcastle United,33,26.2,21,€4.10m,€135.20m,Premier_League,2007
,Middlesbrough FC,34,25.0,15,€3.56m,€120.90m,Premier_League,2007
,West Ham United,36,26.7,16,€3.33m,€120.00m,Premier_League,2007
,Aston Villa,25,25.7,11,€4.48m,€112.10m,Premier_League,2007
,Bolton Wanderers,42,26.3,30,€2.48m,€104.20m,Premier_League,2007
,Fulham FC,43,28.2,33,€2.30m,€99.05m,Premier_League,2007
,Blackburn Rovers,38,26.1,31,€2.39m,€90.85m,Premier_League,2007
,Sunderland AFC,46,25.4,33,€1.82m,€83.60m,Premier_League,2007
,Birmingham City,33,25.2,23,€2.50m,€82.50m,Premier_League,2007
,Wigan Athletic,35,27.3,23,€2.22m,€77.75m,Premier_League,2007
,Reading FC,43,25.4,30,€1.53m,€65.93m,Premier_League,2007
,Derby County,41,27.3,23,€1.23m,€50.40m,Premier_League,2007
,Chelsea FC,33,26.9,24,€13.59m,€448.55m,Premier_League,2008
,Manchester United,42,24.4,26,€10.14m,€425.95m,Premier_League,2008
,Liverpool FC,33,25.3,27,€10.39m,€342.85m,Premier_League,2008
,Arsenal FC,41,22.6,31,€7.60m,€311.45m,Premier_League,2008
,Tottenham Hotspur,43,24.3,24,€6.48m,€278.80m,Premier_League,2008
,Manchester City,39,25.1,27,€6.62m,€258.35m,Premier_League,2008
,Everton FC,32,25.3,16,€5.95m,€190.33m,Premier_League,2008
,Aston Villa,35,25.3,16,€4.50m,€157.35m,Premier_League,2008
,Portsmouth FC,36,28.2,22,€4.24m,€152.60m,Premier_League,2008
,Newcastle United,38,25.2,22,€3.54m,€134.55m,Premier_League,2008
,West Ham United,40,25.8,20,€3.35m,€133.90m,Premier_League,2008
,Sunderland AFC,44,26.0,29,€2.51m,€110.30m,Premier_League,2008
,Wigan Athletic,35,27.0,22,€2.96m,€103.75m,Premier_League,2008
,Blackburn Rovers,36,26.7,27,€2.53m,€91.20m,Premier_League,2008
,Middlesbrough FC,33,23.8,14,€2.59m,€85.45m,Premier_League,2008
,Fulham FC,38,26.8,24,€2.21m,€83.85m,Premier_League,2008
,Bolton Wanderers,33,26.4,20,€2.47m,€81.65m,Premier_League,2008
,West Bromwich Albion,35,25.4,25,€1.89m,€66.10m,Premier_League,2008
,Hull City,35,28.5,17,€1.85m,€64.70m,Premier_League,2008
,Stoke City,38,27.4,19,€1.67m,€63.45m,Premier_League,2008
,Chelsea FC,36,26.4,27,€12.55m,€451.95m,Premier_League,2009
,Manchester United,40,25.5,25,€9.62m,€384.88m,Premier_League,2009
,Liverpool FC,34,25.2,25,€9.75m,€331.55m,Premier_League,2009
,Arsenal FC,45,23.2,31,€6.98m,€314.30m,Premier_League,2009
,Manchester City,40,25.6,25,€7.81m,€312.50m,Premier_League,2009
,Tottenham Hotspur,41,24.9,20,€6.43m,€263.53m,Premier_League,2009
,Everton FC,42,24.6,23,€5.21m,€218.93m,Premier_League,2009
,Aston Villa,31,27.1,14,€5.40m,€167.38m,Premier_League,2009
,Sunderland AFC,38,26.1,26,€3.46m,€131.58m,Premier_League,2009
,West Ham United,35,25.3,20,€3.48m,€121.75m,Premier_League,2009
,Fulham FC,41,27.0,26,€2.47m,€101.18m,Premier_League,2009
,Portsmouth FC,45,27.0,29,€2.15m,€96.65m,Premier_League,2009
,Blackburn Rovers,35,26.8,29,€2.62m,€91.63m,Premier_League,2009
,Bolton Wanderers,32,26.9,18,€2.68m,€85.80m,Premier_League,2009
,Stoke City,39,27.0,18,€2.07m,€80.70m,Premier_League,2009
,Wigan Athletic,36,26.6,27,€2.16m,€77.60m,Premier_League,2009
,Hull City,37,27.6,23,€1.98m,€73.20m,Premier_League,2009
,Birmingham City,36,27.1,19,€1.93m,€69.65m,Premier_League,2009
,Wolverhampton Wanderers,37,25.7,21,€1.77m,€65.48m,Premier_League,2009
,Burnley FC,33,26.5,20,€1.46m,€48.15m,Premier_League,2009
,Chelsea FC,33,25.9,23,€12.85m,€424.10m,Premier_League,2010
,Manchester City,45,24.9,28,€8.98m,€404.18m,Premier_League,2010
,Manchester United,43,25.7,29,€9.02m,€388.00m,Premier_League,2010
,Liverpool FC,42,24.9,25,€8.08m,€339.20m,Premier_League,2010
,Arsenal FC,34,24.8,27,€9.53m,€324.00m,Premier_League,2010
,Tottenham Hotspur,38,26.3,22,€8.08m,€307.08m,Premier_League,2010
,Aston Villa,39,26.7,21,€5.20m,€202.80m,Premier_League,2010
,Everton FC,32,25.4,21,€5.76m,€184.48m,Premier_League,2010
,Sunderland AFC,39,25.2,20,€3.83m,€149.33m,Premier_League,2010
,West Ham United,40,26.4,24,€3.47m,€138.75m,Premier_League,2010
,Newcastle United,38,25.2,17,€3.14m,€119.48m,Premier_League,2010
,Fulham FC,34,28.9,27,€3.22m,€109.55m,Premier_League,2010
,Bolton Wanderers,34,26.9,18,€2.95m,€100.15m,Premier_League,2010
,Birmingham City,34,27.3,20,€2.81m,€95.38m,Premier_League,2010
,Stoke City,33,28.5,20,€2.86m,€94.45m,Premier_League,2010
,Blackburn Rovers,37,26.6,29,€2.47m,€91.53m,Premier_League,2010
,West Bromwich Albion,37,25.8,24,€2.35m,€86.88m,Premier_League,2010
,Wolverhampton Wanderers,42,25.2,24,€1.99m,€83.55m,Premier_League,2010
,Wigan Athletic,35,25.5,24,€2.30m,€80.50m,Premier_League,2010
,Blackpool FC,45,25.7,23,€1.11m,€50.03m,Premier_League,2010
,Manchester City,36,25.9,24,€13.85m,€498.60m,Premier_League,2011
,Manchester United,41,25.1,24,€9.86m,€404.10m,Premier_League,2011
,Chelsea FC,32,27.1,21,€11.73m,€375.50m,Premier_League,2011
,Arsenal FC,45,24.7,35,€8.05m,€362.43m,Premier_League,2011
,Tottenham Hotspur,50,25.7,27,€6.47m,€323.50m,Premier_League,2011
,Liverpool FC,31,26.1,18,€7.64m,€236.90m,Premier_League,2011
,Everton FC,36,26.8,25,€4.72m,€169.95m,Premier_League,2011
,Newcastle United,37,25.3,21,€4.37m,€161.70m,Premier_League,2011
,Sunderland AFC,36,25.9,20,€3.51m,€126.50m,Premier_League,2011
,Aston Villa,37,26.2,23,€3.34m,€123.50m,Premier_League,2011
,Fulham FC,36,27.6,28,€2.78m,€100.00m,Premier_League,2011
,Bolton Wanderers,38,26.4,19,€2.37m,€90.05m,Premier_League,2011
,Stoke City,32,29.1,16,€2.55m,€81.65m,Premier_League,2011
,Queens Park Rangers,48,28.2,25,€1.70m,€81.38m,Premier_League,2011
,Blackburn Rovers,37,25.9,26,€2.16m,€80.00m,Premier_League,2011
,Wolverhampton Wanderers,37,25.6,24,€2.11m,€78.05m,Premier_League,2011
,Swansea City,34,26.0,21,€2.22m,€75.60m,Premier_League,2011
,Wigan Athletic,30,26.7,22,€2.48m,€74.25m,Premier_League,2011
,West Bromwich Albion,36,26.5,24,€1.93m,€69.55m,Premier_League,2011
,Norwich City,29,26.0,12,€2.03m,€58.75m,Premier_League,2011
,Manchester City,41,25.3,29,€12.25m,€502.10m,Premier_League,2012
,Manchester United,41,25.3,24,€11.16m,€457.50m,Premier_League,2012
,Chelsea FC,34,26.4,25,€13.36m,€454.25m,Premier_League,2012
,Arsenal FC,42,24.4,35,€7.07m,€296.90m,Premier_League,2012
,Tottenham Hotspur,41,26.0,21,€7.24m,€296.80m,Premier_League,2012
,Liverpool FC,41,24.0,21,€6.73m,€276.10m,Premier_League,2012
,Newcastle United,39,25.1,26,€5.13m,€200.25m,Premier_League,2012
,Everton FC,29,26.2,20,€4.82m,€139.75m,Premier_League,2012
,Sunderland AFC,37,25.8,19,€3.62m,€133.90m,Premier_League,2012
,Queens Park Rangers,38,29.2,22,€3.16m,€120.05m,Premier_League,2012
,Aston Villa,33,25.2,22,€3.35m,€110.50m,Premier_League,2012
,Fulham FC,37,28.0,32,€2.97m,€109.85m,Premier_League,2012
,Stoke City,30,28.9,18,€3.47m,€104.05m,Premier_League,2012
,West Ham United,39,25.9,20,€2.64m,€103.00m,Premier_League,2012
,Swansea City,33,26.7,22,€3.10m,€102.25m,Premier_League,2012
,West Bromwich Albion,32,26.6,23,€2.92m,€93.50m,Premier_League,2012
,Wigan Athletic,37,26.2,29,€2.47m,€91.55m,Premier_League,2012
,Southampton FC,40,25.3,16,€2.08m,€83.05m,Premier_League,2012
,Norwich City,36,26.4,16,€2.03m,€73.25m,Premier_League,2012
,Reading FC,35,26.9,26,€1.32m,€46.25m,Premier_League,2012
,Chelsea FC,49,25.2,40,€11.92m,€584.20m,Premier_League,2013
,Manchester City,27,27.3,21,€16.88m,€455.80m,Premier_League,2013
,Manchester United,37,26.1,24,€10.88m,€402.55m,Premier_League,2013
,Arsenal FC,41,25.0,35,€9.41m,€385.75m,Premier_League,2013
,Liverpool FC,36,24.6,25,€8.77m,€315.75m,Premier_League,2013
,Tottenham Hotspur,41,24.4,22,€7.05m,€288.95m,Premier_League,2013
,Everton FC,34,26.5,23,€6.18m,€210.00m,Premier_League,2013
,Newcastle United,37,25.3,27,€4.66m,€172.30m,Premier_League,2013
,Southampton FC,35,24.7,17,€3.76m,€131.50m,Premier_League,2013
,Swansea City,36,26.1,28,€3.58m,€128.93m,Premier_League,2013
,Sunderland AFC,39,26.0,28,€3.13m,€122.00m,Premier_League,2013
,Fulham FC,48,26.4,36,€2.35m,€112.65m,Premier_League,2013
,West Ham United,45,26.3,26,€2.43m,€109.50m,Premier_League,2013
,Aston Villa,36,25.2,23,€3.04m,€109.50m,Premier_League,2013
,Stoke City,33,27.1,23,€3.17m,€104.70m,Premier_League,2013
,West Bromwich Albion,33,27.7,24,€2.75m,€90.80m,Premier_League,2013
,Norwich City,32,27.0,18,€2.79m,€89.30m,Premier_League,2013
,Cardiff City,42,25.9,26,€2.09m,€87.90m,Premier_League,2013
,Crystal Palace,45,27.2,25,€1.53m,€68.70m,Premier_League,2013
,Hull City,34,27.7,24,€2.00m,€68.15m,Premier_League,2013
,Chelsea FC,38,25.4,28,€14.66m,€557.25m,Premier_League,2014
,Manchester United,43,25.4,26,€11.75m,€505.40m,Premier_League,2014
,Manchester City,34,27.1,27,€13.18m,€448.25m,Premier_League,2014
,Arsenal FC,42,24.5,30,€9.88m,€414.75m,Premier_League,2014
,Liverpool FC,35,24.8,21,€9.28m,€324.85m,Premier_League,2014
,Tottenham Hotspur,42,25.2,25,€7.24m,€304.15m,Premier_League,2014
,Southampton FC,37,25.1,20,€5.68m,€210.25m,Premier_League,2014
,Everton FC,40,25.7,22,€4.57m,€182.85m,Premier_League,2014
,Newcastle United,42,24.4,28,€3.33m,€140.00m,Premier_League,2014
,West Ham United,36,26.2,21,€3.78m,€135.90m,Premier_League,2014
,Swansea City,36,25.8,26,€3.63m,€130.75m,Premier_League,2014
,Hull City,35,27.5,25,€3.35m,€117.10m,Premier_League,2014
,Aston Villa,38,25.9,20,€3.01m,€114.25m,Premier_League,2014
,Queens Park Rangers,41,26.6,25,€2.74m,€112.25m,Premier_League,2014
,Stoke City,30,28.0,23,€3.68m,€110.50m,Premier_League,2014
,Crystal Palace,42,27.6,26,€2.32m,€97.25m,Premier_League,2014
,West Bromwich Albion,34,27.0,24,€2.82m,€95.95m,Premier_League,2014
,Sunderland AFC,34,26.3,20,€2.68m,€91.00m,Premier_League,2014
